-203	0	270
-211.206	22.0804	266.901
-217.031	44.6722	263.803
-220.451	67.5203	260.704
-221.465	90.3693	257.606
-220.103	112.966	254.507
-216.418	135.064	251.409
-210.49	156.422	248.31
-202.426	176.814	245.211
-192.352	196.023	242.113
-180.419	213.85	239.014
-166.797	230.114	235.916
-151.672	244.653	232.817
-135.248	257.327	229.719
-117.741	268.019	226.62
-99.3759	276.638	223.521
-80.3879	283.114	220.423
-61.0158	287.406	217.324
-41.5006	289.499	214.226
-22.0829	289.404	211.127
-3	287.155	208.029
-3	287.155	208.029
1.77375	294.703	203.191
7.14766	302.116	198.353
13.1211	309.346	193.515
19.6895	316.346	188.677
26.8449	323.071	183.839
34.5753	329.474	179.001
42.865	335.509	174.163
51.6945	341.13	169.326
61.0408	346.294	164.488
70.877	350.958	159.65
81.173	355.081	154.812
91.8952	358.626	149.974
103.007	361.555	145.136
114.468	363.835	140.298
126.236	365.436	135.46
138.265	366.328	130.623
150.508	366.489	125.785
162.916	365.896	120.947
175.436	364.533	116.109
188.015	362.386	111.271
200.6	359.446	106.433
213.134	355.708	101.595
225.562	351.169	96.7575
237.827	345.834	91.9196
249.874	339.709	87.0817
261.646	332.806	82.2439
273.089	325.14	77.406
284.149	316.732	72.5681
294.772	307.604	67.7302
304.909	297.785	62.8924
314.509	287.307	58.0545
323.527	276.205	53.2166
331.918	264.517	48.3787
339.641	252.285	43.5409
346.658	239.556	38.703
352.934	226.376	33.8651
358.438	212.796	29.0272
363.143	198.87	24.1894
367.026	184.651	19.3515
370.065	170.196	14.5136
372.248	155.564	9.67575
373.561	140.812	4.83787
374	126	0
374	126	0
373.241	115.268	-5.625
370.97	104.627	-11.25
367.2	94.1672	-16.875
361.953	83.9769	-22.5
355.261	74.1428	-28.125
347.164	64.7482	-33.75
337.71	55.8732	-39.375
326.955	47.5932	-45
314.963	39.9792	-50.625
301.803	33.0962	-56.25
287.553	27.0037	-61.875
272.295	21.7544	-67.5
256.117	17.3944	-73.125
239.111	13.9625	-78.75
221.372	11.4898	-84.375
203	10	-90
