-203	0	270
-214.87	8.53398	265.61
-226.276	17.9442	261.22
-237.158	28.2014	256.829
-247.456	39.2723	252.439
-257.112	51.1194	248.049
-266.074	63.7012	243.659
-274.289	76.9726	239.268
-281.708	90.8848	234.878
-288.286	105.386	230.488
-293.981	120.42	226.098
-298.757	135.929	221.707
-302.578	151.854	217.317
-305.415	168.129	212.927
-307.242	184.691	208.537
-308.038	201.473	204.146
-307.788	218.405	199.756
-306.478	235.42	195.366
-304.103	252.446	190.976
-300.659	269.413	186.585
-296.149	286.25	182.195
-290.581	302.886	177.805
-283.967	319.252	173.415
-276.324	335.278	169.024
-267.673	350.897	164.634
-258.04	366.04	160.244
-247.457	380.645	155.854
-235.958	394.648	151.463
-223.582	407.99	147.073
-210.374	420.613	142.683
-196.379	432.462	138.293
-181.649	443.486	133.902
-166.239	453.639	129.512
-150.204	462.875	125.122
-133.606	471.156	120.732
-116.508	478.445	116.341
-98.9739	484.711	111.951
-81.0715	489.927	107.561
-62.8695	494.07	103.171
-44.4381	497.123	98.7805
-25.8487	499.072	94.3902
-7.17308	499.911	90
11.5163	499.634	85.6098
30.147	498.245	81.2195
48.6469	495.75	76.8293
66.9446	492.159	72.439
84.9695	487.49	68.0488
102.652	481.763	63.6585
119.926	475.004	59.2683
136.723	467.243	54.878
152.982	458.514	50.4878
168.642	448.856	46.0976
183.643	438.312	41.7073
197.931	426.927	37.3171
211.455	414.751	32.9268
224.166	401.839	28.5366
236.019	388.246	24.1463
246.974	374.031	19.7561
256.996	359.256	15.3659
266.051	343.985	10.9756
274.113	328.283	6.58537
281.158	312.219	2.19512
287.168	295.859	-2.19512
292.129	279.275	-6.58537
296.034	262.536	-10.9756
298.877	245.713	-15.3659
300.659	228.876	-19.7561
301.387	212.095	-24.1463
301.07	195.44	-28.5366
299.723	178.978	-32.9268
297.366	162.778	-37.3171
294.023	146.904	-41.7073
289.722	131.419	-46.0976
284.496	116.385	-50.4878
278.381	101.86	-54.878
271.418	87.9008	-59.2683
263.65	74.5591	-63.6585
255.125	61.8848	-68.0488
245.893	49.9238	-72.439
236.008	38.7185	-76.8293
225.525	28.3071	-81.2195
214.502	18.7243	-85.6098
203	10	-90
