144.416	92.4299	33.1537
108.724	96	65.2757
101.262	96	72.7377
95.4217	96	78.5783
90.4181	96	83.5819
85.9424	96	88.0576
81.8349	96	92.1651
77.155	96	95
70.9281	96	95
65.4509	96	95
60.4664	96	95
55.8311	96	95
51.4552	96	95
47.2772	96	95
43.2528	96	95
39.3481	96	95
35.3821	95.9873	94.525
31.7877	95.9976	94.973
27.5374	95.9982	92.9436
23.9332	95.9834	92.9011
20.1267	96	91.9019
15.1267	96	91.9019
10.1267	96	91.9019
5.12665	96	91.9019
0.126652	96	91.9019
0	96	91.9019
0	91	91.9019
0	86	91.9019
0	81	91.9019
0	76	91.9019
0	71	91.9019
0	66	91.9019
0	61	91.9019
0	56	91.9019
0	51	91.9019
0	46	91.9019
0	41	91.9019
0	36	91.9019
0	31	91.9019
0	26	91.9019
0	21	91.9019
0	16	91.9019
0	11	91.9019
0	6	91.9019
0	0.999999	91.9019
0	0	91.9019
0	0	86.9019
0	0	81.9019
0	0	76.9019
0	0	71.9019
0	0	66.9019
0	0	61.9019
0	0	56.9019
0	0	51.9019
0	0	46.9019
0	0	41.9019
0	0	36.9019
0	0	31.9019
0	0	26.9019
0	0	21.9019
0	0	16.9019
0	0	11.9019
0	0	6.90195
0	0	1.90195
0	0	0
7.69149e-09	-14.1033	-9.79444
8.29594e-09	-19.0843	-14.7754
5.26124e-10	-27.4004	-7.42074
5.18812	-34.4274	-14.4477
9.25956	-40.0547	-20.075
12.6278	-44.8729	-24.8932
15.5273	-49.1718	-29.1921
18.079	-53.1026	-33.1229
20.3537	-56.7558	-36.7762
22.3962	-60.1907	-40.211
24.2359	-63.4482	-43.4685
25.8924	-66.558	-46.5783
28.0737	-70.9388	-47.1348
31.1123	-77.1568	-43.9555
33.9169	-82.9711	-40.9459
36.528	-88.462	-38.066
38.973	-93.6871	-35.2859
