144.416	92.4299	33.1537
138.202	92.6084	36.0911
131.987	92.7869	39.0285
125.773	92.9654	41.9659
119.558	93.1439	44.9034
113.344	93.3224	47.8408
107.129	93.5009	50.7782
100.915	93.6794	53.7156
94.7005	93.8579	56.653
88.486	94.0364	59.5904
82.2715	94.2149	62.5278
76.057	94.3934	65.4652
69.8426	94.5719	68.4027
63.6281	94.7505	71.3401
57.4136	94.929	74.2775
51.1991	95.1075	77.2149
44.9846	95.286	80.1523
38.7701	95.4645	83.0897
32.5556	95.643	86.0271
26.3412	95.8215	88.9645
20.1267	96	91.902
20.1267	96	91.902
19.6586	93.7674	89.7647
19.1905	91.5349	87.6274
18.7225	89.3023	85.4902
18.2544	87.0698	83.3529
17.7864	84.8372	81.2157
17.3183	82.6046	79.0784
16.8502	80.3721	76.9412
16.3822	78.1395	74.8039
15.9141	75.907	72.6667
15.446	73.6744	70.5294
14.978	71.4418	68.3922
14.5099	69.2093	66.2549
14.0419	66.9767	64.1176
13.5738	64.7442	61.9804
13.1057	62.5116	59.8431
12.6377	60.2791	57.7059
12.1696	58.0465	55.5686
11.7016	55.8139	53.4314
11.2335	53.5814	51.2941
10.7654	51.3488	49.1569
10.2974	49.1163	47.0196
9.8293	46.8837	44.8823
9.36124	44.6512	42.7451
8.89318	42.4186	40.6078
8.42512	40.186	38.4706
7.95705	37.9535	36.3333
7.48899	35.7209	34.1961
7.02093	33.4884	32.0588
6.55287	31.2558	29.9216
6.08481	29.0233	27.7843
5.61674	26.7907	25.6471
5.14868	24.5581	23.5098
4.68062	22.3256	21.3725
4.21256	20.093	19.2353
3.7445	17.8605	17.098
3.27643	15.6279	14.9608
2.80837	13.3953	12.8235
2.34031	11.1628	10.6863
1.87225	8.93023	8.54902
1.40419	6.69767	6.41176
0.936124	4.46512	4.27451
0.468062	2.23256	2.13725
0	0	0
0	-0	0
2.43581	-5.85544	-2.20537
4.87163	-11.7109	-4.41074
7.30744	-17.5663	-6.61611
9.74325	-23.4218	-8.82148
12.1791	-29.2772	-11.0268
14.6149	-35.1327	-13.2322
17.0507	-40.9881	-15.4376
19.4865	-46.8435	-17.643
21.9223	-52.699	-19.8483
24.3581	-58.5544	-22.0537
26.7939	-64.4099	-24.2591
29.2298	-70.2653	-26.4644
31.6656	-76.1208	-28.6698
34.1014	-81.9762	-30.8752
36.5372	-87.8317	-33.0805
38.973	-93.6871	-35.2859
