144.416	92.4299	33.1537
142.255	97.4212	30.3234
106.491	102	61.5095
98.2401	102	69.7599
91.9748	102	76.0252
85.999	101.997	80.912
81.8525	101.995	85.9839
71.9099	102	84.3953
73.439	102	94.2211
68.4111	102	96.5294
50.8645	102	76.4309
50.7054	102	86.0648
40.8666	102	71.0434
36.1364	102	66.2329
41.2216	102	94.6612
34.7603	102	89.2946
27.6132	102	77.6292
27.0837	102	90.2914
20.2652	102	76.2671
19.5549	102	91.328
13.8386	102	81.1697
163.544	-102	-87.9405
162.156	-102	-73.265
153.244	-102	-96.5087
155.163	-102	-74.0677
151.898	-102	-72.5982
144.296	-102	-87.3953
143.604	-102	-77.0967
138.206	-102	-81.607
139.402	-102	-63.4011
127.224	-102	-86.3977
127.618	-102	-75.786
121.379	-102	-78.7874
126.299	-102	-54.568
107.538	-102	-81.728
112.584	-102	-65.7668
94.2185	-101.98	-77.5597
85.6666	-102	-73.6666
78.8093	-102	-66.8093
38.9679	-100.318	-28.6494
